Sno,rank,age,source,country_citizenship,net_worth
1685,1678,22,450,43,1200000000
1686,1678,81,760,69,1200000000
1687,1678,61,417,65,1200000000
1688,1678,53,292,51,1200000000
1689,1678,74,518,69,1200000000
1690,1678,46,706,10,1200000000
1691,1678,60,310,10,1200000000
1692,1678,82,374,46,1200000000
1693,1678,59,309,10,1200000000
1695,1678,63,708,24,1200000000
1696,1678,79,340,65,1200000000
1697,1678,68,270,25,1200000000
1698,1678,59,476,28,1200000000
1699,1678,56,450,60,1200000000
1700,1678,49,450,60,1200000000
1701,1678,92,220,69,1200000000
1702,1678,43,243,61,1200000000
1703,1678,57,625,69,1200000000
1705,1678,60,450,69,1200000000
1706,1678,77,480,69,1200000000
1707,1678,70,816,29,1200000000
1708,1678,55,476,28,1200000000
1709,1678,43,506,27,1200000000
1710,1678,81,538,69,1200000000
1713,1678,52,317,16,1200000000
1714,1678,69,450,69,1200000000
1715,1678,62,635,53,1200000000
1717,1678,62,635,24,1200000000
1718,1678,52,635,10,1200000000
1719,1678,55,148,22,1200000000
1720,1678,200,685,62,1200000000
1721,1678,68,573,29,1200000000
1722,1678,56,543,24,1200000000
1723,1678,68,292,68,1200000000
1724,1678,45,596,51,1200000000
1725,1678,72,255,56,1200000000
1726,1678,50,560,56,1200000000
1728,1678,56,551,51,1200000000
1730,1678,52,214,51,1200000000
1733,1678,68,683,10,1200000000
1734,1678,66,133,10,1200000000
1736,1678,50,359,10,1200000000
1737,1678,87,641,22,1200000000
1738,1678,57,205,69,1200000000
1739,1678,68,205,69,1200000000
1740,1678,66,205,69,1200000000
1743,1678,47,117,71,1200000000
1744,1678,61,635,10,1200000000
1745,1678,84,538,69,1200000000
1746,1678,69,450,53,1200000000
1748,1678,51,560,69,1200000000
1749,1678,77,596,24,1200000000
1750,1678,65,450,69,1200000000
1751,1678,81,220,10,1200000000
1752,1678,53,596,55,1200000000
1753,1678,42,814,69,1200000000
1754,1678,71,635,8,1200000000
1756,1678,87,267,15,1200000000
1757,1678,78,630,19,1200000000
1758,1678,49,715,10,1200000000
1759,1678,49,814,22,1200000000
1760,1678,68,450,51,1200000000
1761,1678,63,404,24,1200000000
1762,1678,62,289,69,1200000000
1765,1678,33,434,69,1200000000
1766,1678,200,576,10,1200000000
1767,1678,59,256,65,1200000000
1768,1678,66,659,64,1200000000
1769,1678,63,485,10,1200000000
1770,1678,49,161,51,1200000000
1772,1678,70,480,40,1200000000
1773,1678,71,635,4,1200000000
1774,1678,54,630,19,1200000000
1775,1678,47,150,10,1200000000
1777,1678,62,691,10,1200000000
1778,1678,50,466,10,1200000000
1781,1678,52,822,10,1200000000
1783,1678,54,804,10,1200000000
1784,1678,60,620,51,1200000000
1785,1678,42,560,10,1200000000
1786,1678,61,706,22,1200000000
1787,1678,67,103,10,1200000000
1788,1678,54,479,10,1200000000
1790,1678,57,112,10,1200000000
1791,1678,60,635,10,1200000000
1792,1678,43,506,66,1200000000
1793,1678,52,471,10,1200000000
1796,1795,94,184,4,1100000000
1797,1795,55,731,57,1100000000
1799,1795,80,518,69,1100000000
1801,1795,70,159,65,1100000000
1803,1795,46,716,69,1100000000
1804,1795,46,220,61,1100000000
1806,1795,38,497,19,1100000000
1807,1795,37,497,19,1100000000
1808,1795,34,497,19,1100000000
1810,1795,65,573,29,1100000000
1811,1795,70,639,62,1100000000
1812,1795,74,444,10,1100000000
1816,1795,47,713,10,1100000000
1818,1795,80,773,56,1100000000
1820,1795,66,689,56,1100000000
1821,1795,49,661,56,1100000000
1822,1795,53,407,69,1100000000
1823,1795,89,139,68,1100000000
1824,1795,27,744,26,1100000000
1825,1795,29,744,26,1100000000
1826,1795,71,450,57,1100000000
1827,1795,51,236,57,1100000000
1828,1795,55,256,57,1100000000
1829,1795,61,256,57,1100000000
1830,1795,52,693,28,1100000000
1832,1795,73,208,17,1100000000
1833,1795,61,161,69,1100000000
1834,1795,69,774,10,1100000000
1835,1795,58,541,68,1100000000
1836,1795,47,492,10,1100000000
1837,1795,59,435,69,1100000000
1838,1795,50,603,10,1100000000
1839,1795,60,637,10,1100000000
1840,1795,60,795,10,1100000000
1841,1795,71,307,29,1100000000
1842,1795,65,133,10,1100000000
1843,1795,57,304,12,1100000000
1846,1795,71,245,68,1100000000
1847,1795,90,390,7,1100000000
1849,1795,64,635,10,1100000000
1850,1795,60,161,24,1100000000
1851,1795,59,669,51,1100000000
1853,1795,54,167,66,1100000000
1854,1795,49,635,10,1100000000
1857,1795,44,306,22,1100000000
1858,1795,57,333,69,1100000000
1859,1795,50,441,56,1100000000
1860,1795,54,593,56,1100000000
1861,1795,200,471,10,1100000000
1862,1795,71,106,10,1100000000
1863,1795,64,585,10,1100000000
1864,1795,60,737,10,1100000000
1867,1795,38,450,60,1100000000
1868,1795,62,292,64,1100000000
1869,1795,53,635,10,1100000000
1870,1795,52,687,10,1100000000
1871,1795,70,635,22,1100000000
1872,1795,79,766,68,1100000000
1873,1795,48,123,10,1100000000
1874,1795,54,320,10,1100000000
1876,1795,72,292,15,1100000000
1877,1795,66,596,69,1100000000
1879,1795,66,596,24,1100000000
1880,1795,58,134,61,1100000000
1882,1795,71,450,4,1100000000
1883,1795,200,706,19,1100000000
1887,1795,53,635,10,1100000000
1888,1795,53,635,10,1100000000
1890,1795,56,733,66,1100000000
1892,1795,60,270,69,1100000000
1893,1795,76,635,69,1100000000
1894,1795,65,332,4,1100000000
1895,1795,72,160,65,1100000000
1897,1795,200,450,52,1100000000
1898,1795,55,657,51,1100000000
1899,1795,53,657,51,1100000000
1900,1795,49,775,10,1100000000
1901,1795,41,450,69,1100000000
1902,1795,62,708,24,1100000000
1903,1795,83,726,29,1100000000
1905,1795,92,596,24,1100000000
1906,1795,79,381,19,1100000000
1907,1795,61,511,27,1100000000
1908,1795,68,502,10,1100000000
1909,1795,67,635,10,1100000000
1910,1795,40,703,29,1100000000
1911,1795,52,487,25,1100000000
1914,1795,47,523,69,1100000000
1915,1795,89,596,29,1100000000
1916,1795,53,679,51,1100000000
1917,1795,51,425,10,1100000000
1918,1795,73,196,10,1100000000
1919,1795,55,635,10,1100000000
1920,1795,84,229,69,1100000000
1921,1795,82,635,22,1100000000
1924,1795,49,635,10,1100000000
1925,1795,200,298,10,1100000000
1926,1795,63,596,10,1100000000
1928,1795,56,635,10,1100000000
1930,1795,57,635,22,1100000000
1931,1795,67,812,10,1100000000
1932,1795,67,480,10,1100000000
1933,1795,48,652,22,1100000000
1934,1795,50,753,10,1100000000
1935,1795,50,343,10,1100000000
1936,1795,56,310,10,1100000000
1938,1795,48,220,10,1100000000
1939,1795,56,577,10,1100000000
1940,1940,63,256,65,1000000000
1944,1940,53,310,10,1000000000
1945,1940,200,147,44,1000000000
1946,1940,69,270,24,1000000000
1947,1940,67,242,24,1000000000
1948,1940,54,256,51,1000000000
1949,1940,78,693,8,1000000000
1952,1940,40,270,68,1000000000
1953,1940,61,566,69,1000000000
1954,1940,58,480,10,1000000000
1956,1940,200,588,69,1000000000
1957,1940,71,635,3,1000000000
1958,1940,64,338,28,1000000000
1959,1940,52,231,68,1000000000
1960,1940,65,453,69,1000000000
1961,1940,76,405,61,1000000000
1962,1940,73,656,69,1000000000
1963,1940,200,306,3,1000000000
1964,1940,63,180,69,1000000000
1965,1940,73,203,51,1000000000
1966,1940,74,277,43,1000000000
1967,1940,46,304,12,1000000000
1968,1940,50,304,12,1000000000
1969,1940,53,450,10,1000000000
1970,1940,72,706,69,1000000000
1972,1940,65,635,34,1000000000
1973,1940,34,299,69,1000000000
1974,1940,53,706,10,1000000000
1975,1940,63,226,4,1000000000
1976,1940,80,220,69,1000000000
1977,1940,66,631,69,1000000000
1978,1940,54,408,69,1000000000
1979,1940,87,706,27,1000000000
1980,1940,51,427,60,1000000000
1981,1940,48,427,60,1000000000
1982,1940,53,427,60,1000000000
1983,1940,65,352,22,1000000000
1984,1940,55,450,69,1000000000
1985,1940,66,166,51,1000000000
1986,1940,69,751,35,1000000000
1987,1940,61,700,56,1000000000
1988,1940,46,450,56,1000000000
1989,1940,57,350,69,1000000000
1990,1940,81,350,69,1000000000
1991,1940,55,350,69,1000000000
1994,1940,50,408,69,1000000000
1996,1940,62,255,10,1000000000
2000,1940,200,432,10,1000000000
2001,1940,72,323,69,1000000000
2005,1940,68,450,69,1000000000
2009,1940,50,622,68,1000000000
2010,1940,69,659,29,1000000000
2017,1940,34,605,69,1000000000
2018,1940,46,558,10,1000000000
2019,1940,65,657,51,1000000000
2020,1940,40,344,46,1000000000
2021,1940,90,526,69,1000000000
2022,1940,73,120,4,1000000000
2023,1940,67,635,69,1000000000
2025,1940,63,657,51,1000000000
2026,1940,83,635,22,1000000000
2027,1940,72,635,25,1000000000
2028,1940,73,365,65,1000000000
2029,1940,68,757,64,1000000000
2031,1940,62,450,43,1000000000
2033,1940,48,596,10,1000000000
2034,1940,47,255,10,1000000000
2035,1940,67,370,10,1000000000
2036,1940,54,635,10,1000000000
2038,1940,58,480,62,1000000000
2039,1940,53,112,10,1000000000
2040,1940,44,292,65,1000000000
2041,1940,59,354,10,1000000000
2042,1940,50,585,10,1000000000
